,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3077,43,Travel_Frequently,Sales,14,3,Life Sciences,3078,Female,1,Manufacturing Director,Married,37480,7.0,14,2,8.0,3,3,1,2
3078,43,Travel_Rarely,Sales,27,4,Life Sciences,3079,Male,2,Sales Representative,Divorced,39770,4.0,18,1,8.0,3,5,0,2
3079,25,Travel_Rarely,Human Resources,7,2,Human Resources,3080,Male,1,Manufacturing Director,Single,86330,1.0,19,1,5.0,2,5,1,3
3080,37,Non-Travel,Research & Development,1,3,Medical,3081,Male,3,Laboratory Technician,Married,20080,3.0,22,0,15.0,5,13,10,7
3081,31,Travel_Rarely,Research & Development,24,1,Medical,3082,Male,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2
3082,39,Travel_Frequently,Research & Development,26,4,Technical Degree,3083,Female,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6
3083,56,Travel_Frequently,Research & Development,20,4,Life Sciences,3084,Female,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7
3084,30,Travel_Rarely,Sales,5,4,Medical,3085,Female,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4
3085,41,Travel_Rarely,Research & Development,7,3,Technical Degree,3086,Female,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7
3086,28,Travel_Rarely,Research & Development,7,3,Medical,3087,Male,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8
3087,25,Travel_Rarely,Research & Development,5,2,Life Sciences,3088,Female,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2
3088,52,Travel_Rarely,Research & Development,26,2,Life Sciences,3089,Female,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4
3089,45,Travel_Rarely,Research & Development,2,3,Medical,3090,Female,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2
3090,52,Travel_Rarely,Research & Development,12,3,Medical,3091,Male,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4
3091,42,Travel_Frequently,Sales,10,3,Marketing,3092,Female,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2
3092,30,Travel_Rarely,Sales,25,3,Marketing,3093,Male,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2
3093,60,Travel_Rarely,Research & Development,10,3,Life Sciences,3094,Female,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10
3094,46,Travel_Rarely,Sales,19,4,Marketing,3095,Female,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8
3095,42,Travel_Frequently,Research & Development,18,4,Technical Degree,3096,Male,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4
3096,24,Travel_Rarely,Research & Development,27,2,Medical,3097,Male,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4
3097,34,Travel_Frequently,Research & Development,5,3,Medical,3098,Male,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0
3098,38,Travel_Frequently,Sales,3,3,Marketing,3099,Female,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0
3099,40,Travel_Rarely,Sales,26,4,Marketing,3100,Female,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12
3100,26,Travel_Rarely,Research & Development,3,2,Medical,3101,Female,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2
3101,30,Non-Travel,Research & Development,15,3,Medical,3102,Female,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4
3102,29,Travel_Rarely,Research & Development,8,3,Medical,3103,Female,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7
3103,29,Travel_Rarely,Research & Development,19,4,Life Sciences,3104,Male,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1
3104,19,Travel_Rarely,Research & Development,4,3,Medical,3105,Male,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0
3105,30,Non-Travel,Research & Development,2,4,Life Sciences,3106,Female,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8
3106,57,Travel_Rarely,Research & Development,2,2,Life Sciences,3107,Male,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0
3107,50,Travel_Rarely,Sales,10,4,Life Sciences,3108,Female,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7
3108,30,Non-Travel,Sales,10,2,Life Sciences,3109,Male,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7
3109,60,Travel_Frequently,Research & Development,16,3,Life Sciences,3110,Female,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11
3110,47,Travel_Rarely,Research & Development,1,3,Technical Degree,3111,Male,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4
3111,46,Travel_Rarely,Sales,4,1,Technical Degree,3112,Male,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1
3112,35,Travel_Rarely,Research & Development,15,2,Medical,3113,Female,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3
3113,54,Travel_Rarely,Research & Development,2,4,Medical,3114,Male,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0
3114,34,Travel_Rarely,Sales,8,2,Life Sciences,3115,Male,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7
3115,46,Travel_Rarely,Research & Development,2,3,Life Sciences,3116,Male,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2
3116,31,Travel_Rarely,Research & Development,7,3,Life Sciences,3117,Male,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8
3117,33,Travel_Rarely,Research & Development,10,3,Life Sciences,3118,Female,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7
3118,33,Travel_Rarely,Sales,5,4,Marketing,3119,Male,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3
3119,30,Travel_Rarely,Research & Development,2,3,Life Sciences,3120,Male,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2
3120,35,Travel_Rarely,Research & Development,12,2,Medical,3121,Female,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0
3121,31,Travel_Frequently,Research & Development,22,2,Medical,3122,Female,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0
3122,34,Travel_Frequently,Sales,17,1,Marketing,3123,Male,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2
3123,42,Travel_Frequently,Research & Development,2,4,Medical,3124,Female,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0
3124,36,Non-Travel,Research & Development,3,4,Medical,3125,Male,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7
3125,22,Travel_Frequently,Research & Development,7,3,Medical,3126,Female,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2
3126,48,Travel_Rarely,Research & Development,6,3,Medical,3127,Male,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7
3127,55,Travel_Rarely,Research & Development,1,3,Medical,3128,Female,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7
3128,41,Non-Travel,Research & Development,3,2,Life Sciences,3129,Female,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10
3129,35,Travel_Rarely,Research & Development,22,3,Medical,3130,Female,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9
3130,40,Travel_Rarely,Research & Development,15,3,Life Sciences,3131,Female,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13
3131,39,Travel_Frequently,Research & Development,12,1,Medical,3132,Male,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7
3132,31,Travel_Rarely,Research & Development,1,4,Life Sciences,3133,Male,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5
3133,42,Travel_Rarely,Research & Development,5,3,Medical,3134,Male,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8
3134,45,Travel_Rarely,Research & Development,2,1,Medical,3135,Female,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7
3135,26,Travel_Frequently,Research & Development,2,1,Life Sciences,3136,Female,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0
3136,29,Travel_Rarely,Research & Development,5,3,Medical,3137,Male,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2
3137,33,Travel_Rarely,Research & Development,16,3,Medical,3138,Female,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5
3138,31,Travel_Rarely,Research & Development,2,4,Life Sciences,3139,Female,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1
3139,18,Travel_Frequently,Research & Development,2,3,Technical Degree,3140,Male,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0
3140,40,Non-Travel,Research & Development,1,4,Technical Degree,3141,Female,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1
3141,41,Non-Travel,Research & Development,23,3,Life Sciences,3142,Male,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7
3142,26,Travel_Rarely,Research & Development,9,4,Medical,3143,Male,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0
3143,35,Travel_Rarely,Research & Development,16,4,Medical,3144,Male,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3
3144,34,Travel_Rarely,Research & Development,26,3,Medical,3145,Male,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7
3145,26,Travel_Rarely,Sales,1,3,Marketing,3146,Female,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0
3146,37,Travel_Rarely,Research & Development,8,1,Life Sciences,3147,Male,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2
3147,46,Travel_Frequently,Research & Development,4,1,Medical,3148,Male,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2
3148,41,Travel_Rarely,Research & Development,24,1,Life Sciences,3149,Male,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8
3149,37,Non-Travel,Research & Development,7,2,Medical,3150,Male,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7
3150,52,Travel_Rarely,Sales,2,1,Medical,3151,Male,1,Laboratory Technician,Divorced,99800,3.0,11,1,18.0,2,10,6,9
3151,32,Non-Travel,Research & Development,7,2,Life Sciences,3152,Female,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2
3152,24,Travel_Frequently,Sales,22,3,Life Sciences,3153,Female,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1
3153,38,Travel_Rarely,Research & Development,5,3,Life Sciences,3154,Female,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0
3154,37,Travel_Rarely,Research & Development,1,4,Technical Degree,3155,Female,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3
3155,49,Travel_Rarely,Sales,21,1,Life Sciences,3156,Male,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9
3156,24,Travel_Rarely,Sales,1,3,Marketing,3157,Female,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4
3157,26,Travel_Rarely,Research & Development,19,4,Technical Degree,3158,Female,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4
3158,24,Travel_Rarely,Sales,7,3,Medical,3159,Female,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0
3159,50,Travel_Frequently,Sales,2,2,Marketing,3160,Male,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7
3160,25,Travel_Rarely,Research & Development,2,3,Life Sciences,3161,Male,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6
3161,24,Travel_Frequently,Research & Development,2,3,Medical,3162,Male,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2
3162,30,Travel_Frequently,Research & Development,9,3,Other,3163,Male,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0
3163,34,Travel_Rarely,Sales,6,2,Life Sciences,3164,Male,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3
3164,31,Travel_Rarely,Research & Development,9,1,Medical,3165,Female,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2
3165,35,Travel_Rarely,Research & Development,2,3,Life Sciences,3166,Female,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2
3166,31,Travel_Rarely,Sales,1,3,Marketing,3167,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7
3167,27,Travel_Rarely,Sales,22,4,Medical,3168,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3
3168,37,Travel_Rarely,Sales,9,4,Marketing,3169,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0
3169,20,Travel_Rarely,Research & Development,17,4,Medical,3170,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0
3170,42,Travel_Rarely,Research & Development,28,4,Life Sciences,3171,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2
3171,43,Travel_Rarely,Research & Development,10,5,Technical Degree,3172,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0
3172,38,Travel_Rarely,Human Resources,2,4,Medical,3173,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0
3173,43,Travel_Frequently,Sales,4,3,Medical,3174,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7
3174,48,Travel_Rarely,Research & Development,8,1,Medical,3175,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2
3175,44,Travel_Rarely,Sales,29,4,Marketing,3176,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2
3176,34,Travel_Rarely,Research & Development,13,4,Life Sciences,3177,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6
3177,27,Travel_Rarely,Sales,27,3,Life Sciences,3178,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2
3178,21,Travel_Rarely,Sales,16,2,Life Sciences,3179,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2
3179,44,Travel_Rarely,Research & Development,2,2,Life Sciences,3180,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1
3180,22,Travel_Rarely,Research & Development,2,2,Medical,3181,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2
3181,33,Travel_Rarely,Sales,13,4,Marketing,3182,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2
3182,32,Travel_Rarely,Research & Development,1,1,Life Sciences,3183,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5
3183,30,Travel_Frequently,Research & Development,4,5,Technical Degree,3184,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0
3184,53,Travel_Rarely,Research & Development,24,3,Other,3185,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10
3185,34,Travel_Rarely,Research & Development,1,5,Medical,3186,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8
3186,45,Travel_Frequently,Research & Development,19,4,Life Sciences,3187,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0
3187,26,Travel_Rarely,Research & Development,7,2,Life Sciences,3188,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2
3188,37,Travel_Rarely,Research & Development,4,3,Medical,3189,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8
3189,29,Travel_Rarely,Research & Development,2,3,Life Sciences,3190,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2
3190,35,Travel_Rarely,Research & Development,10,5,Medical,3191,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8
3191,33,Travel_Frequently,Research & Development,8,3,Technical Degree,3192,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7
3192,54,Travel_Rarely,Research & Development,5,2,Life Sciences,3193,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1
3193,36,Travel_Rarely,Research & Development,8,3,Life Sciences,3194,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2
3194,27,Travel_Rarely,Sales,9,3,Marketing,3195,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1
3195,20,Travel_Rarely,Research & Development,1,3,Life Sciences,3196,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1
3196,33,Travel_Frequently,Research & Development,15,4,Medical,3197,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7
3197,35,Non-Travel,Research & Development,2,1,Medical,3198,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0
3198,23,Travel_Rarely,Research & Development,2,3,Life Sciences,3199,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2
3199,25,Travel_Rarely,Research & Development,11,3,Medical,3200,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2
3200,38,Travel_Rarely,Research & Development,16,3,Life Sciences,3201,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5
3201,29,Travel_Frequently,Sales,2,4,Life Sciences,3202,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8
3202,48,Travel_Rarely,Research & Development,16,3,Technical Degree,3203,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2
3203,27,Travel_Frequently,Sales,4,3,Technical Degree,3204,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4
3204,37,Travel_Rarely,Research & Development,16,3,Life Sciences,3205,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0
3205,50,Travel_Rarely,Sales,5,3,Medical,3206,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8
3206,34,Travel_Rarely,Research & Development,18,1,Medical,3207,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7
3207,24,Travel_Rarely,Research & Development,17,2,Life Sciences,3208,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0
3208,39,Travel_Rarely,Research & Development,12,5,Medical,3209,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10
3209,32,Travel_Rarely,Research & Development,2,3,Life Sciences,3210,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8
3210,50,Travel_Frequently,Research & Development,4,2,Medical,3211,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3
3211,38,Travel_Rarely,Research & Development,9,4,Life Sciences,3212,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8
3212,27,Travel_Rarely,Research & Development,10,3,Medical,3213,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7
3213,32,Travel_Rarely,Sales,1,3,Medical,3214,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7
3214,47,Travel_Rarely,Research & Development,2,3,Medical,3215,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7
3215,40,Travel_Frequently,Research & Development,3,4,Medical,3216,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12
3216,53,Travel_Rarely,Research & Development,7,1,Life Sciences,3217,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3
3217,41,Travel_Rarely,Sales,6,3,Medical,3218,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6
3218,60,Travel_Rarely,Research & Development,8,2,Life Sciences,3219,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2
3219,27,Travel_Frequently,Research & Development,29,1,Life Sciences,3220,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7
3220,41,Travel_Rarely,Research & Development,3,3,Medical,3221,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10
3221,50,Travel_Rarely,Sales,9,3,Life Sciences,3222,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2
3222,28,Travel_Rarely,Sales,2,4,Life Sciences,3223,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7
3223,36,Non-Travel,Research & Development,10,4,Technical Degree,3224,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5
3224,38,Travel_Rarely,Research & Development,1,3,Medical,3225,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0
3225,44,Non-Travel,Research & Development,8,2,Life Sciences,3226,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4
3226,47,Travel_Frequently,Research & Development,27,3,Life Sciences,3227,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13
3227,30,Travel_Rarely,Research & Development,8,3,Life Sciences,3228,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7
3228,29,Travel_Rarely,Research & Development,1,2,Medical,3229,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0
3229,42,Travel_Frequently,Research & Development,10,1,Life Sciences,3230,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2
3230,43,Travel_Frequently,Research & Development,26,1,Life Sciences,3231,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2
3231,34,Travel_Rarely,Research & Development,2,5,Technical Degree,3232,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3
3232,23,Travel_Rarely,Sales,13,3,Marketing,3233,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2
3233,39,Travel_Rarely,Sales,2,4,Marketing,3234,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6
3234,56,Travel_Rarely,Research & Development,2,4,Medical,3235,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1
3235,40,Travel_Rarely,Sales,9,3,Marketing,3236,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3
3236,27,Travel_Rarely,Research & Development,10,3,Life Sciences,3237,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7
3237,29,Travel_Rarely,Sales,20,3,Marketing,3238,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2
3238,53,Travel_Rarely,Research & Development,9,3,Life Sciences,3239,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2
3239,35,Non-Travel,Research & Development,5,1,Medical,3240,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0
3240,32,Travel_Frequently,Sales,4,4,Life Sciences,3241,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7
3241,38,Travel_Rarely,Sales,10,3,Medical,3242,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1
3242,34,Travel_Rarely,Research & Development,20,3,Medical,3243,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0
3243,52,Travel_Rarely,Sales,21,5,Technical Degree,3244,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16
3244,33,Travel_Rarely,Research & Development,1,2,Medical,3245,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8
3245,25,Travel_Rarely,Research & Development,8,3,Life Sciences,3246,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4
3246,45,Travel_Rarely,Sales,2,3,Life Sciences,3247,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1
3247,23,Travel_Rarely,Research & Development,23,1,Life Sciences,3248,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2
3248,47,Travel_Frequently,Research & Development,4,3,Life Sciences,3249,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,3
3249,34,Travel_Rarely,Research & Development,12,3,Technical Degree,3250,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4
3250,55,Travel_Rarely,Human Resources,7,3,Human Resources,3251,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4
3251,36,Non-Travel,Research & Development,7,2,Life Sciences,3252,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9
3252,52,Non-Travel,Research & Development,1,4,Life Sciences,3253,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2
3253,26,Travel_Frequently,Research & Development,2,2,Life Sciences,3254,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0
3254,29,Travel_Rarely,Research & Development,10,2,Medical,3255,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1
3255,26,Travel_Rarely,Research & Development,15,2,Life Sciences,3256,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2
3256,34,Travel_Rarely,Research & Development,14,4,Technical Degree,3257,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3
3257,54,Travel_Rarely,Research & Development,18,4,Medical,3258,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4
3258,27,Travel_Frequently,Research & Development,13,2,Life Sciences,3259,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1
3259,37,Travel_Rarely,Sales,2,4,Technical Degree,3260,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3
3260,38,Travel_Frequently,Sales,2,4,Life Sciences,3261,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12
3261,34,Travel_Rarely,Sales,2,3,Marketing,3262,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3
3262,35,Travel_Rarely,Research & Development,5,4,Medical,3263,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2
3263,30,Travel_Rarely,Research & Development,20,3,Medical,3264,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2
3264,40,Travel_Frequently,Research & Development,10,4,Medical,3265,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7
3265,34,Travel_Rarely,Research & Development,10,3,Life Sciences,3266,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2
3266,42,Travel_Frequently,Research & Development,9,4,Medical,3267,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9
3267,23,Travel_Rarely,Sales,2,3,Medical,3268,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0
3268,24,Non-Travel,Sales,1,5,Marketing,3269,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0
3269,52,Travel_Rarely,Research & Development,29,3,Life Sciences,3270,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4
3270,50,Travel_Rarely,Research & Development,8,4,Life Sciences,3271,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3
3271,29,Travel_Rarely,Sales,2,4,Marketing,3272,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0
