,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Age,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
3191,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,33,8,3,3192,2,90690,3.0,25,1,15.0,3,13,4,7,0
3192,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,54,5,2,3193,2,40140,2.0,19,1,16.0,4,9,7,1,0
3193,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,36,8,3,3194,2,59150,2.0,13,1,13.0,3,3,0,2,0
3194,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,27,9,3,3195,5,59930,0.0,14,1,5.0,3,4,1,1,0
3195,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,20,1,3,3196,5,61620,1.0,12,3,1.0,2,1,1,1,1
3196,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,33,15,4,3197,1,24060,1.0,11,0,10.0,3,10,9,7,1
3197,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,35,2,1,3198,1,187400,1.0,19,1,1.0,2,1,0,0,0
3198,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,23,2,3,3199,1,76370,2.0,11,1,5.0,3,3,0,2,0
3199,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,25,11,3,3200,2,100960,0.0,11,1,4.0,3,3,1,2,0
3200,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,38,16,3,3201,5,147560,0.0,20,1,8.0,3,7,0,5,0
3201,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,29,2,4,3202,4,64990,1.0,18,3,10.0,3,10,2,8,0
3202,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,48,16,3,3203,1,97240,3.0,13,0,12.0,2,2,2,2,0
3203,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,27,4,3,3204,5,21940,1.0,12,0,6.0,5,6,0,4,0
3204,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,37,16,3,3205,3,33880,3.0,11,0,4.0,2,1,0,0,0
3205,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,50,5,3,3206,1,54730,1.0,19,1,20.0,2,20,3,8,0
3206,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,18,1,3207,1,27030,1.0,21,1,9.0,2,8,7,7,0
3207,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,24,17,2,3208,1,25010,9.0,12,0,4.0,3,2,2,0,1
3208,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,39,12,5,3209,1,62200,1.0,14,2,20.0,2,20,11,10,0
3209,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,32,2,3,3210,5,30380,1.0,11,0,10.0,5,10,0,8,0
3210,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,50,4,2,3211,4,44240,3.0,14,1,18.0,2,4,1,3,1
3211,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38,9,4,3212,1,43120,0.0,12,1,10.0,2,9,1,8,0
3212,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,27,10,3,3213,5,132450,1.0,23,1,9.0,3,9,0,7,0
3213,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,1,3,3214,2,136640,3.0,14,0,10.0,6,7,7,7,0
3214,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,47,2,3,3215,5,50210,2.0,17,0,20.0,3,7,1,7,0
3215,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,40,3,4,3216,3,51260,5.0,18,0,20.0,2,18,1,12,0
3216,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,53,7,1,3217,2,28590,3.0,18,1,32.0,2,5,1,3,0
3217,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,41,6,3,3218,1,102390,3.0,24,3,23.0,3,21,12,6,0
3218,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,60,8,2,3219,5,53290,8.0,20,0,10.0,3,2,2,2,0
3219,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,27,29,1,3220,2,43250,1.0,14,0,9.0,2,9,1,7,0
3220,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,41,3,3,3221,1,72600,1.0,16,0,22.0,2,22,2,10,0
3221,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,50,9,3,3222,2,23220,7.0,25,1,4.0,0,2,2,2,0
3222,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,28,2,4,3223,3,20750,7.0,18,3,10.0,0,7,3,7,1
3223,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,36,10,4,3224,2,41520,9.0,19,1,10.0,3,8,0,5,0
3224,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,38,1,3,3225,3,96190,4.0,13,1,10.0,2,1,0,0,0
3225,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,44,8,2,3226,1,135030,2.0,12,0,9.0,6,5,1,4,0
3226,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,47,27,3,3227,1,54410,9.0,22,1,28.0,6,22,11,13,0
3227,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,30,8,3,3228,2,52090,7.0,14,1,10.0,3,8,7,7,0
3228,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,29,1,2,3229,1,106730,1.0,13,3,1.0,2,1,0,0,0
3229,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,42,10,1,3230,1,50100,6.0,21,3,7.0,3,2,2,2,1
3230,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,43,26,1,3231,1,135490,3.0,11,2,7.0,3,2,2,2,0
3231,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,2,5,3232,2,49990,3.0,12,2,10.0,2,5,4,3,0
3232,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,23,13,3,3233,5,42210,1.0,11,1,5.0,4,4,0,2,0
3233,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,39,2,4,3234,4,138720,9.0,12,3,12.0,3,8,3,6,0
3234,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,56,2,4,3235,1,20420,7.0,12,0,30.0,6,10,1,1,0
3235,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,40,9,3,3236,2,20730,0.0,14,0,5.0,3,4,2,3,0
3236,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,27,10,3,3237,1,29560,8.0,13,0,9.0,6,7,0,7,0
3237,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,29,20,3,3238,2,29260,1.0,15,1,2.0,3,2,2,2,0
3238,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,53,9,3,3239,3,48090,2.0,18,0,19.0,2,2,2,2,0
3239,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,35,5,1,3240,1,51630,2.0,18,2,16.0,4,1,0,0,0
3240,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,32,4,4,3241,2,188440,1.0,19,0,10.0,3,10,4,7,0
3241,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,38,10,3,3242,4,181720,6.0,12,2,6.0,5,1,0,1,0
3242,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,34,20,3,3243,3,57440,3.0,19,1,7.0,4,0,0,0,0
3243,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,52,21,5,3244,3,28890,1.0,11,1,34.0,2,34,1,16,0
3244,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,33,1,2,3245,3,28710,1.0,17,3,10.0,2,10,7,8,1
3245,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,25,8,3,3246,2,74840,1.0,15,0,6.0,3,6,1,4,0
3246,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45,2,3,3247,3,60740,0.0,14,0,9.0,2,8,3,1,0
3247,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,23,23,1,3248,2,173280,1.0,17,1,2.0,2,2,0,2,0
3248,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,47,4,3,3249,1,27740,4.0,13,1,8.0,2,5,1,3,1
3249,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,34,12,3,3250,1,45050,1.0,12,0,6.0,3,6,1,4,0
3250,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,55,7,3,3251,4,74280,5.0,12,0,24.0,2,5,1,4,1
3251,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,36,7,2,3252,5,116310,1.0,18,1,10.0,2,10,0,9,0
3252,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,52,1,4,3253,5,97380,0.0,18,2,5.0,2,4,1,2,0
3253,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,26,2,2,3254,1,28350,3.0,11,1,5.0,2,2,2,0,0
3254,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,29,10,2,3255,3,169590,4.0,14,3,11.0,5,8,1,1,0
3255,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,26,15,2,3256,2,26130,6.0,19,1,6.0,2,4,1,2,1
3256,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,34,14,4,3257,2,61460,2.0,12,0,10.0,3,4,1,3,0
3257,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,54,18,4,3258,2,49630,9.0,15,1,9.0,2,5,1,4,0
3258,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,27,13,2,3259,4,195370,0.0,12,0,5.0,5,4,1,1,0
3259,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,37,2,4,3260,2,61720,0.0,11,0,6.0,1,5,4,3,0
3260,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,38,2,4,3261,2,23680,6.0,11,1,17.0,3,15,4,12,0
3261,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,34,2,3,3262,1,103120,1.0,12,0,6.0,2,6,1,3,0
3262,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,35,5,4,3263,3,16750,1.0,16,0,3.0,6,3,0,2,0
3263,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,30,20,3,3264,1,25230,3.0,13,1,7.0,2,2,0,2,0
3264,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,40,10,4,3265,2,65670,1.0,13,1,8.0,3,8,3,7,0
3265,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,34,10,3,3266,3,47390,5.0,24,2,6.0,2,3,1,2,0
3266,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,42,9,4,3267,1,92080,1.0,15,1,24.0,2,24,14,9,0
3267,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,23,2,3,3268,4,45590,1.0,18,1,1.0,2,0,0,0,1
3268,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,24,1,5,3269,1,81890,1.0,14,1,1.0,3,1,0,0,0
3269,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,52,29,3,3270,2,29420,8.0,11,1,9.0,1,5,1,4,0
3270,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,50,8,4,3271,2,49410,5.0,11,1,30.0,3,4,0,3,0
3271,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29,2,4,3272,4,106500,1.0,13,2,1.0,2,1,0,0,1
3272,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,33,3,4,3273,4,59020,0.0,12,1,14.0,2,13,3,7,0
3273,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,33,23,5,3274,1,86390,5.0,16,2,6.0,3,3,0,2,1
3274,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,47,6,4,3275,2,63470,1.0,14,0,26.0,2,26,3,0,0
3275,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,36,6,3,3276,2,42000,0.0,22,0,10.0,3,9,0,5,0
3276,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,29,10,3,3277,1,34520,1.0,11,0,10.0,3,10,0,7,0
3277,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,58,24,3,3278,2,43170,7.0,17,0,40.0,2,31,13,8,1
3278,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,35,10,4,3279,1,26320,3.0,13,3,7.0,3,2,2,2,0
3279,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,42,15,1,3280,2,46680,9.0,18,2,8.0,2,4,0,2,0
3280,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,28,19,4,3281,2,32040,6.0,16,1,5.0,4,2,2,1,1
3281,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,36,2,3,3282,2,27200,4.0,14,1,8.0,3,5,0,4,0
3282,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,32,3,1,3283,2,171810,1.0,14,0,14.0,2,14,6,8,0
3283,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40,9,3,3284,3,22380,6.0,14,0,10.0,3,1,0,0,0
3284,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,30,7,3,3285,2,14830,5.0,13,0,12.0,3,0,0,0,0
3285,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,45,10,4,3286,1,56050,1.0,12,2,1.0,2,1,0,0,0
3286,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,42,20,2,3287,2,72950,1.0,15,0,10.0,3,9,7,8,0
3287,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,38,4,3,3288,2,23060,2.0,19,1,13.0,5,4,1,2,0
3288,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,34,7,4,3289,3,23480,1.0,14,1,6.0,3,5,1,3,0
3289,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,49,7,2,3290,2,89980,1.0,14,2,9.0,2,9,7,7,1
3290,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,55,16,3,3291,4,43190,4.0,11,0,12.0,3,9,7,3,1
3291,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,43,25,2,3292,2,61320,6.0,13,0,22.0,3,4,1,0,0
3292,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,27,2,4,3293,2,33460,1.0,21,1,9.0,2,9,0,8,0
3293,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,35,1,3,3294,1,108550,3.0,13,1,17.0,2,8,1,6,0
3294,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,28,1,2,3295,1,22310,1.0,12,0,8.0,3,8,7,5,0
3295,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,34,2,5,3296,4,23230,0.0,17,0,4.0,2,3,0,2,0
3296,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,26,22,4,3297,1,20240,1.0,23,0,8.0,2,8,1,7,1
3297,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,27,1,3,3298,1,27130,1.0,11,0,0.0,2,0,0,0,0
3298,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,51,16,3,3299,3,94390,2.0,15,3,29.0,0,20,4,17,0
3299,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,44,24,5,3300,1,25660,9.0,11,1,10.0,3,5,2,3,0
3300,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,25,17,3,3301,1,199260,7.0,11,3,6.0,5,4,0,1,0
3301,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,33,8,4,3302,3,24510,1.0,13,1,9.0,3,9,0,8,0
3302,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,35,6,4,3303,2,94190,1.0,24,1,6.0,5,6,1,1,0
3303,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,36,10,4,3304,3,86860,1.0,13,0,18.0,2,18,4,11,0
3304,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,32,3,4,3305,4,30380,2.0,20,0,8.0,3,5,0,3,0
3305,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,30,4,5,3306,5,30580,9.0,14,1,10.0,2,5,0,3,0
3306,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,53,6,3,3307,4,23250,7.0,18,1,35.0,1,5,0,4,0
3307,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,45,1,5,3308,2,20880,4.0,15,3,18.0,2,5,0,2,0
3308,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,32,10,3,3309,1,30720,5.0,12,0,9.0,4,5,1,3,0
3309,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,52,1,1,3310,2,50060,3.0,16,1,31.0,2,9,0,0,0
3310,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,37,24,2,3311,4,42570,4.0,15,0,9.0,2,1,0,0,0
3311,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,28,21,4,3312,1,25000,1.0,16,2,6.0,3,5,0,4,0
3312,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,22,2,2,3313,1,11020,6.0,19,0,4.0,3,2,2,2,0
3313,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,44,22,3,3314,1,104530,2.0,11,1,10.0,2,3,0,2,0
3314,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,42,13,4,3315,2,22880,5.0,16,1,8.0,4,2,2,2,0
3315,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,14,3,3316,2,39290,0.0,24,0,6.0,6,5,0,3,0
3316,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,25,11,3,3317,1,23110,1.0,11,1,5.0,2,5,0,3,0
3317,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,35,9,2,3318,1,31400,1.0,13,1,17.0,2,17,5,15,0
3318,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,35,8,2,3319,1,36900,1.0,13,1,10.0,2,10,7,8,1
3319,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,32,21,3,3320,1,44500,0.0,13,0,4.0,3,3,0,2,0
3320,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,25,5,3,3321,4,27560,1.0,12,2,5.0,2,5,0,3,0
3321,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,49,9,3,3322,2,190330,2.0,18,1,7.0,5,4,0,2,0
3322,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,24,2,5,3323,2,187220,0.0,22,1,6.0,3,5,3,4,0
3323,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,32,12,5,3324,1,95470,1.0,13,1,10.0,3,10,5,3,0
3324,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,38,22,2,3325,1,137340,0.0,13,0,3.0,3,2,1,2,0
3325,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,42,18,1,3326,2,199990,2.0,23,1,17.0,6,5,1,3,0
3326,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,16,3,3327,3,22790,3.0,12,1,8.0,3,6,0,2,0
3327,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,29,3,3,3328,3,59160,6.0,12,0,5.0,2,3,0,2,1
3328,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,53,9,3,3329,1,20890,5.0,16,0,28.0,2,2,2,2,0
3329,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,35,1,3,3330,3,167920,3.0,12,1,16.0,3,13,4,8,0
3330,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,37,13,4,3331,3,35640,5.0,11,0,10.0,1,5,0,0,0
3331,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,53,1,1,3332,1,44250,6.0,22,1,33.0,2,12,3,8,0
3332,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,43,1,3,3333,1,52650,4.0,11,1,12.0,4,5,2,2,0
3333,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,47,15,4,3334,3,65530,0.0,15,0,8.0,2,7,7,7,0
3334,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,37,1,5,3335,2,62610,1.0,12,0,10.0,1,10,0,9,0
3335,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,50,17,3,3336,1,42980,1.0,20,1,31.0,6,31,14,7,0
3336,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1,3,3337,3,68040,8.0,14,1,13.0,3,5,0,4,0
3337,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,33,7,3,3338,2,38150,3.0,11,1,7.0,3,4,0,3,0
3338,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,32,9,1,3339,1,27410,1.0,15,1,1.0,5,1,0,1,1
3339,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,29,5,4,3340,4,66730,6.0,12,1,8.0,2,4,0,3,0
